,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
560,Indonesia,Soybeans,1991,11369,2702.0,3259.0,26.92
561,Indonesia,Soybeans,1991,11369,2702.0,3259.0,27.05
562,Indonesia,Soybeans,1991,11369,2702.0,3259.0,26.61
563,Indonesia,Soybeans,1991,11369,2702.0,3259.0,27.21
564,Indonesia,Soybeans,1992,11230,2702.0,825.0,25.17
565,Indonesia,Soybeans,1992,11230,2702.0,825.0,26.96
566,Indonesia,Soybeans,1992,11230,2702.0,825.0,27.01
567,Indonesia,Soybeans,1992,11230,2702.0,825.0,27.2
568,Indonesia,Soybeans,1992,11230,2702.0,825.0,26.72
569,Indonesia,Soybeans,1992,11230,2702.0,825.0,27.4
570,Indonesia,Soybeans,1993,11621,2702.0,1597.0,25.46
571,Indonesia,Soybeans,1993,11621,2702.0,1597.0,27.04
572,Indonesia,Soybeans,1993,11621,2702.0,1597.0,26.9
573,Indonesia,Soybeans,1993,11621,2702.0,1597.0,27.21
574,Indonesia,Soybeans,1993,11621,2702.0,1597.0,26.88
575,Indonesia,Soybeans,1993,11621,2702.0,1597.0,27.51
576,Indonesia,Soybeans,1994,11123,2702.0,1597.0,25.21
577,Indonesia,Soybeans,1994,11123,2702.0,1597.0,27.12
578,Indonesia,Soybeans,1994,11123,2702.0,1597.0,26.97
579,Indonesia,Soybeans,1994,11123,2702.0,1597.0,27.34
580,Indonesia,Soybeans,1994,11123,2702.0,1597.0,26.56
581,Indonesia,Soybeans,1994,11123,2702.0,1597.0,27.18
582,Indonesia,Soybeans,1995,11371,2702.0,1597.0,25.46
583,Indonesia,Soybeans,1995,11371,2702.0,1597.0,27.15
584,Indonesia,Soybeans,1995,11371,2702.0,1597.0,27.08
585,Indonesia,Soybeans,1995,11371,2702.0,1597.0,27.28
586,Indonesia,Soybeans,1995,11371,2702.0,1597.0,26.74
587,Indonesia,Soybeans,1995,11371,2702.0,1597.0,27.32
588,Indonesia,Soybeans,1996,11915,2702.0,1597.0,25.41
589,Indonesia,Soybeans,1996,11915,2702.0,1597.0,27.07
590,Indonesia,Soybeans,1996,11915,2702.0,1597.0,27.0
591,Indonesia,Soybeans,1996,11915,2702.0,1597.0,27.2
592,Indonesia,Soybeans,1996,11915,2702.0,1597.0,26.83
593,Indonesia,Soybeans,1996,11915,2702.0,1597.0,27.53
594,Indonesia,Soybeans,1997,12125,2702.0,1597.0,25.52
595,Indonesia,Soybeans,1997,12125,2702.0,1597.0,27.37
596,Indonesia,Soybeans,1997,12125,2702.0,1597.0,27.26
597,Indonesia,Soybeans,1997,12125,2702.0,1597.0,27.62
598,Indonesia,Soybeans,1997,12125,2702.0,1597.0,26.83
599,Indonesia,Soybeans,1997,12125,2702.0,1597.0,27.46
600,Indonesia,Soybeans,1998,11923,2702.0,1597.0,25.81
601,Indonesia,Soybeans,1998,11923,2702.0,1597.0,27.58
602,Indonesia,Soybeans,1998,11923,2702.0,1597.0,27.72
603,Indonesia,Soybeans,1998,11923,2702.0,1597.0,27.77
604,Indonesia,Soybeans,1998,11923,2702.0,1597.0,27.28
605,Indonesia,Soybeans,1998,11923,2702.0,1597.0,27.9
606,Indonesia,Soybeans,1999,12013,2702.0,1597.0,25.26
607,Indonesia,Soybeans,1999,12013,2702.0,1597.0,27.01
608,Indonesia,Soybeans,1999,12013,2702.0,1597.0,26.82
609,Indonesia,Soybeans,1999,12013,2702.0,1597.0,27.17
610,Indonesia,Soybeans,1999,12013,2702.0,1597.0,26.62
611,Indonesia,Soybeans,1999,12013,2702.0,1597.0,27.32
612,Indonesia,Soybeans,2000,12335,2702.0,1597.0,25.46
613,Indonesia,Soybeans,2000,12335,2702.0,1597.0,27.2
614,Indonesia,Soybeans,2000,12335,2702.0,1597.0,27.1
615,Indonesia,Soybeans,2000,12335,2702.0,1597.0,27.23
616,Indonesia,Soybeans,2000,12335,2702.0,1597.0,26.77
617,Indonesia,Soybeans,2000,12335,2702.0,1597.0,27.44
618,Indonesia,Soybeans,2001,12181,2702.0,1597.0,25.43
619,Indonesia,Soybeans,2001,12181,2702.0,1597.0,27.13
620,Indonesia,Soybeans,2001,12181,2702.0,1597.0,27.26
621,Indonesia,Soybeans,2001,12181,2702.0,1597.0,27.32
622,Indonesia,Soybeans,2001,12181,2702.0,1597.0,26.81
623,Indonesia,Soybeans,2001,12181,2702.0,1597.0,27.52
624,Indonesia,Soybeans,2002,12360,2702.0,1597.0,25.64
625,Indonesia,Soybeans,2002,12360,2702.0,1597.0,27.4
626,Indonesia,Soybeans,2002,12360,2702.0,1597.0,27.5
627,Indonesia,Soybeans,2002,12360,2702.0,1597.0,27.49
628,Indonesia,Soybeans,2002,12360,2702.0,1597.0,27.01
629,Indonesia,Soybeans,2002,12360,2702.0,1597.0,27.71
630,Indonesia,Soybeans,2004,12801,2702.0,1597.0,25.67
631,Indonesia,Soybeans,2004,12801,2702.0,1597.0,27.42
632,Indonesia,Soybeans,2004,12801,2702.0,1597.0,27.32
633,Indonesia,Soybeans,2004,12801,2702.0,1597.0,27.57
634,Indonesia,Soybeans,2004,12801,2702.0,1597.0,26.97
635,Indonesia,Soybeans,2004,12801,2702.0,1597.0,27.69
636,Indonesia,Soybeans,2005,13006,2702.0,1597.0,25.59
637,Indonesia,Soybeans,2005,13006,2702.0,1597.0,27.22
638,Indonesia,Soybeans,2005,13006,2702.0,1597.0,27.48
639,Indonesia,Soybeans,2005,13006,2702.0,1597.0,27.44
640,Indonesia,Soybeans,2005,13006,2702.0,1597.0,27.11
641,Indonesia,Soybeans,2005,13006,2702.0,1597.0,27.77
642,Indonesia,Soybeans,2006,12878,2702.0,1597.0,25.66
643,Indonesia,Soybeans,2006,12878,2702.0,1597.0,27.39
644,Indonesia,Soybeans,2006,12878,2702.0,1597.0,27.21
645,Indonesia,Soybeans,2006,12878,2702.0,1597.0,27.55
646,Indonesia,Soybeans,2006,12878,2702.0,1597.0,26.98
647,Indonesia,Soybeans,2006,12878,2702.0,1597.0,27.55
648,Indonesia,Soybeans,2007,12908,2702.0,1597.0,25.5
649,Indonesia,Soybeans,2007,12908,2702.0,1597.0,27.21
650,Indonesia,Soybeans,2007,12908,2702.0,1597.0,27.14
651,Indonesia,Soybeans,2007,12908,2702.0,1597.0,27.29
652,Indonesia,Soybeans,2007,12908,2702.0,1597.0,26.88
653,Indonesia,Soybeans,2007,12908,2702.0,1597.0,27.49
654,Indonesia,Soybeans,2008,13119,2702.0,1597.0,25.32
655,Indonesia,Soybeans,2008,13119,2702.0,1597.0,26.97
656,Indonesia,Soybeans,2008,13119,2702.0,1597.0,27.03
657,Indonesia,Soybeans,2008,13119,2702.0,1597.0,27.18
658,Indonesia,Soybeans,2008,13119,2702.0,1597.0,26.65
659,Indonesia,Soybeans,2008,13119,2702.0,1597.0,27.34
660,Indonesia,Soybeans,2009,13483,2702.0,1597.0,25.54
661,Indonesia,Soybeans,2009,13483,2702.0,1597.0,27.31
662,Indonesia,Soybeans,2009,13483,2702.0,1597.0,27.3
663,Indonesia,Soybeans,2009,13483,2702.0,1597.0,27.63
664,Indonesia,Soybeans,2009,13483,2702.0,1597.0,26.98
665,Indonesia,Soybeans,2009,13483,2702.0,1597.0,27.69
666,Indonesia,Soybeans,2010,13726,2702.0,1597.0,25.57
667,Indonesia,Soybeans,2010,13726,2702.0,1597.0,27.25
668,Indonesia,Soybeans,2010,13726,2702.0,1597.0,27.69
669,Indonesia,Soybeans,2010,13726,2702.0,1597.0,27.46
670,Indonesia,Soybeans,2010,13726,2702.0,1597.0,26.94
671,Indonesia,Soybeans,2010,13726,2702.0,1597.0,27.55
672,Indonesia,Soybeans,2011,13681,2702.0,1597.0,25.38
673,Indonesia,Soybeans,2011,13681,2702.0,1597.0,27.24
674,Indonesia,Soybeans,2011,13681,2702.0,1597.0,27.19
675,Indonesia,Soybeans,2011,13681,2702.0,1597.0,27.39
676,Indonesia,Soybeans,2011,13681,2702.0,1597.0,26.63
677,Indonesia,Soybeans,2011,13681,2702.0,1597.0,27.19
678,Indonesia,Soybeans,2012,14854,2702.0,1597.0,25.59
679,Indonesia,Soybeans,2012,14854,2702.0,1597.0,27.36
680,Indonesia,Soybeans,2012,14854,2702.0,1597.0,27.37
681,Indonesia,Soybeans,2012,14854,2702.0,1597.0,27.49
682,Indonesia,Soybeans,2012,14854,2702.0,1597.0,26.87
683,Indonesia,Soybeans,2012,14854,2702.0,1597.0,27.48
684,Indonesia,Soybeans,2013,14161,2702.0,1597.0,25.48
685,Indonesia,Soybeans,2013,14161,2702.0,1597.0,27.37
686,Indonesia,Soybeans,2013,14161,2702.0,1597.0,27.88
687,Indonesia,Soybeans,2013,14161,2702.0,1597.0,27.34
688,Indonesia,Soybeans,2013,14161,2702.0,1597.0,26.72
689,Indonesia,Soybeans,2013,14161,2702.0,1597.0,27.3
690,Indonesia,Sweet potatoes,1990,94450,2702.0,2432.0,25.37
691,Indonesia,Sweet potatoes,1990,94450,2702.0,2432.0,27.05
692,Indonesia,Sweet potatoes,1990,94450,2702.0,2432.0,27.11
693,Indonesia,Sweet potatoes,1990,94450,2702.0,2432.0,27.18
694,Indonesia,Sweet potatoes,1990,94450,2702.0,2432.0,26.79
695,Indonesia,Sweet potatoes,1990,94450,2702.0,2432.0,27.47
696,Indonesia,Sweet potatoes,1991,95150,2702.0,3259.0,25.27
697,Indonesia,Sweet potatoes,1991,95150,2702.0,3259.0,27.04
698,Indonesia,Sweet potatoes,1991,95150,2702.0,3259.0,26.92
699,Indonesia,Sweet potatoes,1991,95150,2702.0,3259.0,27.05
700,Indonesia,Sweet potatoes,1991,95150,2702.0,3259.0,26.61
701,Indonesia,Sweet potatoes,1991,95150,2702.0,3259.0,27.21
702,Indonesia,Sweet potatoes,1992,94481,2702.0,825.0,25.17
703,Indonesia,Sweet potatoes,1992,94481,2702.0,825.0,26.96
704,Indonesia,Sweet potatoes,1992,94481,2702.0,825.0,27.01
705,Indonesia,Sweet potatoes,1992,94481,2702.0,825.0,27.2
706,Indonesia,Sweet potatoes,1992,94481,2702.0,825.0,26.72
707,Indonesia,Sweet potatoes,1992,94481,2702.0,825.0,27.4
708,Indonesia,Sweet potatoes,1993,93183,2702.0,1597.0,25.46
709,Indonesia,Sweet potatoes,1993,93183,2702.0,1597.0,27.04
710,Indonesia,Sweet potatoes,1993,93183,2702.0,1597.0,26.9
711,Indonesia,Sweet potatoes,1993,93183,2702.0,1597.0,27.21
712,Indonesia,Sweet potatoes,1993,93183,2702.0,1597.0,26.88
713,Indonesia,Sweet potatoes,1993,93183,2702.0,1597.0,27.51
714,Indonesia,Sweet potatoes,1994,93583,2702.0,1597.0,25.21
715,Indonesia,Sweet potatoes,1994,93583,2702.0,1597.0,27.12
716,Indonesia,Sweet potatoes,1994,93583,2702.0,1597.0,26.97
717,Indonesia,Sweet potatoes,1994,93583,2702.0,1597.0,27.34
718,Indonesia,Sweet potatoes,1994,93583,2702.0,1597.0,26.56
719,Indonesia,Sweet potatoes,1994,93583,2702.0,1597.0,27.18
720,Indonesia,Sweet potatoes,1995,94939,2702.0,1597.0,25.46
721,Indonesia,Sweet potatoes,1995,94939,2702.0,1597.0,27.15
722,Indonesia,Sweet potatoes,1995,94939,2702.0,1597.0,27.08
723,Indonesia,Sweet potatoes,1995,94939,2702.0,1597.0,27.28
724,Indonesia,Sweet potatoes,1995,94939,2702.0,1597.0,26.74
725,Indonesia,Sweet potatoes,1995,94939,2702.0,1597.0,27.32
726,Indonesia,Sweet potatoes,1996,113547,2702.0,1597.0,25.41
727,Indonesia,Sweet potatoes,1996,113547,2702.0,1597.0,27.07
728,Indonesia,Sweet potatoes,1996,113547,2702.0,1597.0,27.0
729,Indonesia,Sweet potatoes,1996,113547,2702.0,1597.0,27.2
730,Indonesia,Sweet potatoes,1996,113547,2702.0,1597.0,26.83
731,Indonesia,Sweet potatoes,1996,113547,2702.0,1597.0,27.53
732,Indonesia,Sweet potatoes,1997,94532,2702.0,1597.0,25.52
733,Indonesia,Sweet potatoes,1997,94532,2702.0,1597.0,27.37
734,Indonesia,Sweet potatoes,1997,94532,2702.0,1597.0,27.26
735,Indonesia,Sweet potatoes,1997,94532,2702.0,1597.0,27.62
736,Indonesia,Sweet potatoes,1997,94532,2702.0,1597.0,26.83
737,Indonesia,Sweet potatoes,1997,94532,2702.0,1597.0,27.46
738,Indonesia,Sweet potatoes,1998,95750,2702.0,1597.0,25.81
739,Indonesia,Sweet potatoes,1998,95750,2702.0,1597.0,27.58
740,Indonesia,Sweet potatoes,1998,95750,2702.0,1597.0,27.72
741,Indonesia,Sweet potatoes,1998,95750,2702.0,1597.0,27.77
742,Indonesia,Sweet potatoes,1998,95750,2702.0,1597.0,27.28
743,Indonesia,Sweet potatoes,1998,95750,2702.0,1597.0,27.9
744,Indonesia,Sweet potatoes,1999,96698,2702.0,1597.0,25.26
745,Indonesia,Sweet potatoes,1999,96698,2702.0,1597.0,27.01
746,Indonesia,Sweet potatoes,1999,96698,2702.0,1597.0,26.82
747,Indonesia,Sweet potatoes,1999,96698,2702.0,1597.0,27.17
748,Indonesia,Sweet potatoes,1999,96698,2702.0,1597.0,26.62
749,Indonesia,Sweet potatoes,1999,96698,2702.0,1597.0,27.32
750,Indonesia,Sweet potatoes,2000,94211,2702.0,1597.0,25.46
751,Indonesia,Sweet potatoes,2000,94211,2702.0,1597.0,27.2
752,Indonesia,Sweet potatoes,2000,94211,2702.0,1597.0,27.1
753,Indonesia,Sweet potatoes,2000,94211,2702.0,1597.0,27.23
754,Indonesia,Sweet potatoes,2000,94211,2702.0,1597.0,26.77
755,Indonesia,Sweet potatoes,2000,94211,2702.0,1597.0,27.44
756,Indonesia,Sweet potatoes,2001,96634,2702.0,1597.0,25.43
757,Indonesia,Sweet potatoes,2001,96634,2702.0,1597.0,27.13
758,Indonesia,Sweet potatoes,2001,96634,2702.0,1597.0,27.26
759,Indonesia,Sweet potatoes,2001,96634,2702.0,1597.0,27.32
760,Indonesia,Sweet potatoes,2001,96634,2702.0,1597.0,26.81
761,Indonesia,Sweet potatoes,2001,96634,2702.0,1597.0,27.52
762,Indonesia,Sweet potatoes,2002,99940,2702.0,1597.0,25.64
763,Indonesia,Sweet potatoes,2002,99940,2702.0,1597.0,27.4
764,Indonesia,Sweet potatoes,2002,99940,2702.0,1597.0,27.5
765,Indonesia,Sweet potatoes,2002,99940,2702.0,1597.0,27.49
766,Indonesia,Sweet potatoes,2002,99940,2702.0,1597.0,27.01
767,Indonesia,Sweet potatoes,2002,99940,2702.0,1597.0,27.71
768,Indonesia,Sweet potatoes,2004,103053,2702.0,1597.0,25.67
769,Indonesia,Sweet potatoes,2004,103053,2702.0,1597.0,27.42
770,Indonesia,Sweet potatoes,2004,103053,2702.0,1597.0,27.32
771,Indonesia,Sweet potatoes,2004,103053,2702.0,1597.0,27.57
772,Indonesia,Sweet potatoes,2004,103053,2702.0,1597.0,26.97
773,Indonesia,Sweet potatoes,2004,103053,2702.0,1597.0,27.69
774,Indonesia,Sweet potatoes,2005,104128,2702.0,1597.0,25.59
775,Indonesia,Sweet potatoes,2005,104128,2702.0,1597.0,27.22
776,Indonesia,Sweet potatoes,2005,104128,2702.0,1597.0,27.48
777,Indonesia,Sweet potatoes,2005,104128,2702.0,1597.0,27.44
778,Indonesia,Sweet potatoes,2005,104128,2702.0,1597.0,27.11
779,Indonesia,Sweet potatoes,2005,104128,2702.0,1597.0,27.77
780,Indonesia,Sweet potatoes,2006,105267,2702.0,1597.0,25.66
781,Indonesia,Sweet potatoes,2006,105267,2702.0,1597.0,27.39
782,Indonesia,Sweet potatoes,2006,105267,2702.0,1597.0,27.21
783,Indonesia,Sweet potatoes,2006,105267,2702.0,1597.0,27.55
784,Indonesia,Sweet potatoes,2006,105267,2702.0,1597.0,26.98
785,Indonesia,Sweet potatoes,2006,105267,2702.0,1597.0,27.55
786,Indonesia,Sweet potatoes,2007,106643,2702.0,1597.0,25.5
787,Indonesia,Sweet potatoes,2007,106643,2702.0,1597.0,27.21
788,Indonesia,Sweet potatoes,2007,106643,2702.0,1597.0,27.14
789,Indonesia,Sweet potatoes,2007,106643,2702.0,1597.0,27.29
790,Indonesia,Sweet potatoes,2007,106643,2702.0,1597.0,26.88
791,Indonesia,Sweet potatoes,2007,106643,2702.0,1597.0,27.49
792,Indonesia,Sweet potatoes,2008,107743,2702.0,1597.0,25.32
793,Indonesia,Sweet potatoes,2008,107743,2702.0,1597.0,26.97
794,Indonesia,Sweet potatoes,2008,107743,2702.0,1597.0,27.03
795,Indonesia,Sweet potatoes,2008,107743,2702.0,1597.0,27.18
796,Indonesia,Sweet potatoes,2008,107743,2702.0,1597.0,26.65
797,Indonesia,Sweet potatoes,2008,107743,2702.0,1597.0,27.34
798,Indonesia,Sweet potatoes,2009,111920,2702.0,1597.0,25.54
799,Indonesia,Sweet potatoes,2009,111920,2702.0,1597.0,27.31
800,Indonesia,Sweet potatoes,2009,111920,2702.0,1597.0,27.3
801,Indonesia,Sweet potatoes,2009,111920,2702.0,1597.0,27.63
802,Indonesia,Sweet potatoes,2009,111920,2702.0,1597.0,26.98
803,Indonesia,Sweet potatoes,2009,111920,2702.0,1597.0,27.69
804,Indonesia,Sweet potatoes,2010,113272,2702.0,1597.0,25.57
805,Indonesia,Sweet potatoes,2010,113272,2702.0,1597.0,27.25
806,Indonesia,Sweet potatoes,2010,113272,2702.0,1597.0,27.69
807,Indonesia,Sweet potatoes,2010,113272,2702.0,1597.0,27.46
808,Indonesia,Sweet potatoes,2010,113272,2702.0,1597.0,26.94
809,Indonesia,Sweet potatoes,2010,113272,2702.0,1597.0,27.55
810,Indonesia,Sweet potatoes,2011,123289,2702.0,1597.0,25.38
811,Indonesia,Sweet potatoes,2011,123289,2702.0,1597.0,27.24
812,Indonesia,Sweet potatoes,2011,123289,2702.0,1597.0,27.19
813,Indonesia,Sweet potatoes,2011,123289,2702.0,1597.0,27.39
814,Indonesia,Sweet potatoes,2011,123289,2702.0,1597.0,26.63
815,Indonesia,Sweet potatoes,2011,123289,2702.0,1597.0,27.19
816,Indonesia,Sweet potatoes,2012,139290,2702.0,1597.0,25.59
817,Indonesia,Sweet potatoes,2012,139290,2702.0,1597.0,27.36
818,Indonesia,Sweet potatoes,2012,139290,2702.0,1597.0,27.37
819,Indonesia,Sweet potatoes,2012,139290,2702.0,1597.0,27.49
820,Indonesia,Sweet potatoes,2012,139290,2702.0,1597.0,26.87
821,Indonesia,Sweet potatoes,2012,139290,2702.0,1597.0,27.48
822,Indonesia,Sweet potatoes,2013,147465,2702.0,1597.0,25.48
823,Indonesia,Sweet potatoes,2013,147465,2702.0,1597.0,27.37
824,Indonesia,Sweet potatoes,2013,147465,2702.0,1597.0,27.88
825,Indonesia,Sweet potatoes,2013,147465,2702.0,1597.0,27.34
826,Indonesia,Sweet potatoes,2013,147465,2702.0,1597.0,26.72
827,Indonesia,Sweet potatoes,2013,147465,2702.0,1597.0,27.3
